ASSIGNMENT_ID,EVENT_DATE,Division,EMP_FULL_NAME,Title,External_Title,Location_Country,EVENT_TYPE_CODE,EVENT_TYPE_NAME,EVENT_REASON_CODE,INTERNAL_TRANSFER_IND,CUMULATIVE_TRANSFERS,TRANSFER_SALARY_IMPACT,NGB_ANN_BASE_CHANGE_FLG,CURRENCY_CODE,CURRENCY_CHANGE_FLAG,PREV_CURRENCY_CODE,CURRENCY_CHANGED_FLAG,ANNUAL_SALARY,PREV_SAL_YEAR,PREVIOUS_SALARY,PAY_PERCENTILE,IS_UNDERPAID,SALARY_CHANGE_RATE,HIKE_AMT,MEAN_HIKE,MEAN_HIKE_PERCENTAGE,PAY_GROWTH_TREND,MEAN_SALARY,GENDER_CODE,AGE,TIME_IN_FIRM,TENURE_BUCKET,LAST_PROMOTION_DT,YEARS_SINCE_LAST_PROMOTION,HAS_RECENT_PROMOTION,IS_STAGNANT_EMPLOYEE,AVG_PROMOTION_RATE,AVG_SUP_CHANGE_RATE,YEARS_SINCE_LAST_MANAGER_CHANGE,AVG_YEARS_BETWEEN_PROMOTIONS,ATTRITION_RISK
200002185,03/18/2023,Operations,Debbie Arias,Director,Director,USA,TRANS,Termination,PROMO:NEW,N,1,Low,N,INR,N,JPY,N,125404,2024,115701,16,0,8.39,9703,9703,8.39,Stable,125404,M,34,14,10+ years,2025-01-18,0,0,0,0.14,0.37,3,4.7,1
200002186,07/26/2022,HR,Kenneth Peterson,Senior Analyst,Senior Analyst,GBR,TRANS,Transfer,HIRE:TRANS,N,3,Not Applicable,N,USD,N,SGD,N,56419,2024,46100,19,0,22.38,10319,10319,22.38,Rapid Growth,56419,F,23,11,10+ years,2025-03-11,2,0,1,0.49,0.42,7,4.2,0
200002187,07/07/2020,HR,Rachel Mcdaniel,Senior Analyst,Senior Analyst,USA,TRANS,New Hire,PROMO:NEW,N,3,High,N,AED,N,INR,N,50635,2024,46995,18,0,7.75,3640,3640,7.75,Moderate Growth,50635,F,26,16,10+ years,2022-12-18,2,0,0,0.0,0.48,2,2.8,0
200002188,09/04/2022,HR,Peter Delacruz,Senior Analyst,Senior Analyst,SGP,TRANS,Transfer,HIRE:PROMO,N,5,Not Applicable,N,AUD,N,JPY,N,64095,2024,57657,83,0,11.17,6438,6438,11.17,Rapid Growth,64095,M,65,14,10+ years,UNKNOWN,0,0,1,0.27,0.22,3,3.7,1
200002189,09/20/2023,Marketing,Rodney Sanchez,Analyst,Analyst,USA,HIRE,New Hire,PROMO:PROMO,N,2,Not Applicable,N,INR,N,INR,N,46253,2024,41725,77,1,10.85,4528,4528,10.85,Rapid Growth,46253,M,48,1,0-2 years,2025-03-08,4,0,1,0.33,0.29,1,3.3,1
200002190,06/17/2022,Finance,Jose Stephens,VP,VP,GBR,TER,Transfer,TER:PROMO,N,2,Not Applicable,N,GBP,N,GBP,N,157670,2024,144737,63,0,8.94,12933,12933,8.94,Rapid Growth,157670,M,53,5,2-5 years,2023-06-24,5,0,0,0.47,0.15,3,4.4,1
200002191,04/03/2024,Technology,Jennifer Morgan DDS,Manager,Manager,JPN,TRANS,Promotion,TER:PROMO,N,1,Not Applicable,N,INR,N,USD,N,82286,2024,71883,17,1,14.47,10403,10403,14.47,Moderate Growth,82286,M,42,16,10+ years,2024-05-15,0,0,0,0.41,0.43,2,1.7,1
200002192,09/23/2022,Marketing,Parker Vasquez,Manager,Manager,JPN,PROMO,New Hire,TER:NEW,N,3,Low,N,JPY,N,USD,N,93625,2024,78651,72,1,19.04,14974,14974,19.04,Moderate Growth,93625,M,29,15,10+ years,2022-10-18,0,0,0,0.22,0.1,1,4.8,1
200002193,04/06/2023,Geography,Kimberly Fields,Manager,Manager,IND,PROMO,Promotion,TER:PROMO,Y,1,Not Applicable,N,GBP,N,USD,N,88292,2024,78247,65,0,12.84,10045,10045,12.84,Stable,88292,O,59,16,10+ years,UNKNOWN,2,0,0,0.16,0.29,9,2.2,0
200002194,01/10/2023,HR,Timothy Wilson,Manager,Manager,GBR,TER,Transfer,TER:TRANS,N,5,Not Applicable,N,INR,Y,AED,N,90577,2024,73938,13,1,22.5,16639,16639,22.5,Moderate Growth,90577,M,29,19,10+ years,2024-03-30,0,0,0,0.32,0.08,7,2.3,0
200002195,05/30/2025,Geography,Antonio Valencia,Analyst,Analyst,SGP,TRANS,New Hire,PROMO:TRANS,Y,5,Low,Y,GBP,N,JPY,N,39308,2024,35425,47,1,10.96,3883,3883,10.96,Stable,39308,M,24,8,5-8 years,2023-11-05,3,0,0,0.08,0.13,4,4.9,0
200002196,04/30/2025,Marketing,Steven Holmes PhD,Senior Analyst,Senior Analyst,USA,HIRE,New Hire,TRANS:NEW,N,4,Not Applicable,N,SGD,N,AUD,N,66126,2024,57691,28,0,14.62,8435,8435,14.62,Moderate Growth,66126,M,65,4,2-5 years,2022-09-11,0,0,0,0.06,0.08,0,2.6,0
200002197,07/21/2020,Operations,Alexis Duran,Director,Director,JPN,PROMO,Termination,TER:PROMO,N,1,Low,Y,USD,N,GBP,N,112880,2024,98809,82,1,14.24,14071,14071,14.24,Stable,112880,M,24,0,0-2 years,2024-11-15,4,0,0,0.01,0.08,4,2.7,0
200002198,09/06/2022,HR,Charles Hopkins,Analyst,Analyst,SGP,TRANS,Transfer,PROMO:REO,N,5,Not Applicable,N,USD,N,SGD,N,38038,2024,31490,50,0,20.79,6548,6548,20.79,Stable,38038,M,43,5,2-5 years,2023-08-23,2,0,0,0.12,0.3,5,3.7,0
200002199,07/08/2023,Finance,Danny Bailey,VP,VP,USA,HIRE,Promotion,PROMO:REO,N,5,High,N,JPY,N,SGD,N,169176,2024,136388,46,0,24.04,32788,32788,24.04,Stable,169176,O,27,13,10+ years,2025-04-22,5,0,0,0.42,0.11,10,1.6,0
200002200,06/20/2022,HR,Angelica Long,Senior Analyst,Senior Analyst,SGP,TRANS,New Hire,TER:NEW,N,3,Medium,N,SGD,N,AUD,N,53345,2024,47567,57,0,12.15,5778,5778,12.15,Moderate Growth,53345,O,23,16,10+ years,2025-03-07,0,1,0,0.32,0.04,8,4.8,0
200002201,12/26/2020,HR,Holly Waters,Analyst,Analyst,JPN,TRANS,New Hire,TER:PROMO,N,2,Not Applicable,N,INR,N,USD,N,52588,2024,47267,40,1,11.26,5321,5321,11.26,Stable,52588,F,44,18,10+ years,UNKNOWN,3,0,0,0.4,0.18,4,3.1,1
200002202,06/18/2021,Operations,Jillian Garcia,Senior Analyst,Senior Analyst,IND,PROMO,New Hire,HIRE:TRANS,N,4,High,Y,SGD,Y,GBP,N,53738,2024,47006,12,0,14.32,6732,6732,14.32,Moderate Growth,53738,M,65,0,0-2 years,UNKNOWN,0,0,0,0.02,0.22,0,3.8,0
200002203,05/31/2024,HR,Keith Oconnor,Director,Director,USA,TRANS,New Hire,HIRE:PROMO,N,5,Not Applicable,N,GBP,N,JPY,N,115140,2024,105336,58,0,9.31,9804,9804,9.31,Moderate Growth,115140,M,23,0,0-2 years,2023-03-04,4,0,0,0.14,0.03,9,3.2,1
200002204,01/25/2023,Marketing,Patricia Thompson,Senior Analyst,Senior Analyst,SGP,HIRE,Transfer,TRANS:TRANS,Y,3,Medium,N,USD,N,AED,N,65766,2024,58173,61,0,13.05,7593,7593,13.05,Moderate Growth,65766,M,59,12,10+ years,2025-04-13,0,0,1,0.05,0.29,7,4.4,0
200002205,10/25/2021,HR,Mrs. Laura Novak,Manager,Manager,USA,TRANS,New Hire,TER:TRANS,N,2,High,N,JPY,N,SGD,N,81896,2024,75936,95,0,7.85,5960,5960,7.85,Moderate Growth,81896,F,38,13,10+ years,2023-05-19,0,0,0,0.32,0.18,5,2.2,0
200002206,11/27/2023,Operations,Tina Grant,Senior Analyst,Senior Analyst,GBR,HIRE,New Hire,TRANS:TRANS,Y,0,High,Y,JPY,Y,GBP,Y,63976,2024,53945,88,0,18.59,10031,10031,18.59,Moderate Growth,63976,F,56,5,2-5 years,2025-04-08,5,0,1,0.47,0.24,1,3.1,0
200002207,09/24/2024,Marketing,Melanie Young,Manager,Manager,JPN,PROMO,Transfer,HIRE:TRANS,N,4,High,N,GBP,N,GBP,N,79433,2024,66443,60,0,19.55,12990,12990,19.55,Moderate Growth,79433,M,55,5,2-5 years,2022-11-28,3,0,0,0.46,0.39,0,2.5,1
200002208,02/07/2023,Geography,Kimberly Logan,Analyst,Analyst,ARE,HIRE,Transfer,TRANS:TRANS,N,5,Medium,Y,SGD,N,SGD,Y,43617,2024,36602,16,0,19.17,7015,7015,19.17,Moderate Growth,43617,F,44,0,0-2 years,2024-01-18,2,1,0,0.32,0.41,10,3.2,0
200002209,06/15/2021,Finance,Tiffany Martinez,Analyst,Analyst,USA,TRANS,New Hire,PROMO:TRANS,N,1,Not Applicable,N,USD,N,SGD,N,48704,2024,39186,67,1,24.29,9518,9518,24.29,Moderate Growth,48704,M,51,13,10+ years,2024-11-18,0,0,0,0.02,0.3,1,3.0,0
200002210,12/19/2022,HR,Sarah Yates,Analyst,Analyst,USA,TRANS,Termination,TER:TRANS,N,2,High,N,JPY,N,INR,N,40771,2024,38124,17,0,6.94,2647,2647,6.94,Moderate Growth,40771,F,29,2,0-2 years,UNKNOWN,0,0,0,0.31,0.26,4,3.6,0
200002211,08/01/2023,Marketing,Melissa Hall,Analyst,Analyst,ARE,TRANS,Transfer,TER:PROMO,N,1,Low,N,AED,N,JPY,N,50114,2024,47602,54,0,5.28,2512,2512,5.28,Rapid Growth,50114,M,43,9,8-10 years,2024-03-12,4,0,0,0.05,0.28,1,1.5,1
200002212,05/03/2022,HR,Jessica Ball,Analyst,Analyst,GBR,TRANS,New Hire,TRANS:TRANS,N,1,Medium,N,AUD,N,AED,N,43199,2024,39850,95,0,8.4,3349,3349,8.4,Moderate Growth,43199,F,65,18,10+ years,2025-03-05,3,0,1,0.19,0.38,3,1.7,0
200002213,04/27/2022,HR,Danielle Costa,Manager,Manager,USA,TRANS,Transfer,HIRE:PROMO,Y,2,Low,N,GBP,N,AED,N,85600,2024,73777,92,0,16.03,11823,11823,16.03,Moderate Growth,85600,F,57,18,10+ years,2023-06-18,0,0,0,0.12,0.38,4,3.8,1
200002214,08/04/2021,Operations,Elizabeth Jacobs,Senior Analyst,Senior Analyst,USA,PROMO,Transfer,TRANS:REO,N,0,Not Applicable,N,INR,N,AUD,N,54987,2024,46908,66,1,17.22,8079,8079,17.22,Moderate Growth,54987,M,26,18,10+ years,UNKNOWN,0,0,0,0.11,0.42,3,4.9,0
200002215,07/10/2024,HR,Lisa Spencer,Analyst,Analyst,IND,TRANS,Promotion,PROMO:NEW,N,4,Not Applicable,Y,AUD,N,AED,N,41148,2024,37699,24,1,9.15,3449,3449,9.15,Moderate Growth,41148,F,34,3,2-5 years,UNKNOWN,4,0,0,0.26,0.28,10,2.3,1
200002216,10/04/2021,Technology,Bradley Reed,Analyst,Analyst,GBR,HIRE,Promotion,TRANS:REO,N,0,Not Applicable,Y,AED,N,AUD,N,40779,2024,35742,100,0,14.09,5037,5037,14.09,Stable,40779,M,50,19,10+ years,2024-06-14,0,0,0,0.2,0.38,2,3.2,0
200002217,04/29/2024,Finance,Katie Rivers,Analyst,Analyst,ARE,TRANS,Transfer,PROMO:REO,N,3,Not Applicable,Y,GBP,N,GBP,N,41955,2024,39476,31,1,6.28,2479,2479,6.28,Declining,41955,M,52,18,10+ years,2024-09-30,3,0,0,0.23,0.32,4,2.6,0
200002218,08/20/2023,Finance,Amanda Pena,Senior Analyst,Senior Analyst,USA,TRANS,Transfer,PROMO:PROMO,N,0,Low,N,JPY,N,AED,N,67731,2024,57025,44,0,18.77,10706,10706,18.77,Moderate Growth,67731,F,37,9,8-10 years,2022-10-28,0,0,1,0.34,0.1,3,1.5,1
200002219,12/29/2023,Marketing,Thomas Young,Analyst,Analyst,ARE,TRANS,Transfer,HIRE:NEW,N,5,Not Applicable,N,JPY,N,AED,Y,50604,2024,42941,4,0,17.85,7663,7663,17.85,Rapid Growth,50604,M,63,1,0-2 years,2023-05-28,0,0,0,0.02,0.27,0,1.8,1
200002220,02/16/2025,Geography,Jillian Woods,Senior Analyst,Senior Analyst,ARE,TRANS,New Hire,TRANS:NEW,Y,0,Not Applicable,N,INR,N,JPY,N,62259,2024,59135,93,1,5.28,3124,3124,5.28,Rapid Growth,62259,M,51,3,2-5 years,UNKNOWN,0,0,1,0.21,0.01,9,1.6,1
200002221,06/17/2024,Geography,Valerie Lopez,Senior Analyst,Senior Analyst,GBR,HIRE,Transfer,TRANS:TRANS,N,0,Not Applicable,N,USD,N,AUD,N,56707,2024,53686,32,1,5.63,3021,3021,5.63,Moderate Growth,56707,M,37,5,2-5 years,UNKNOWN,4,1,1,0.28,0.16,9,3.1,1
200002222,01/11/2025,Geography,Jodi James,Manager,Manager,USA,HIRE,Transfer,TRANS:REO,N,1,Not Applicable,N,SGD,N,INR,N,80790,2024,75359,17,0,7.21,5431,5431,7.21,Stable,80790,F,33,6,5-8 years,2022-12-17,0,0,0,0.27,0.3,10,1.9,0
200002223,04/25/2022,HR,Lucas Ball,Manager,Manager,SGP,TRANS,New Hire,PROMO:REO,N,1,Not Applicable,N,SGD,N,JPY,N,80152,2024,68986,12,1,16.19,11166,11166,16.19,Stable,80152,M,38,15,10+ years,2025-03-28,0,1,1,0.31,0.07,7,4.0,0
200002224,07/24/2022,Operations,Julia Bishop,Analyst,Analyst,USA,HIRE,New Hire,PROMO:PROMO,N,2,Not Applicable,N,INR,N,SGD,N,43481,2024,40247,83,0,8.04,3234,3234,8.04,Moderate Growth,43481,M,37,6,5-8 years,UNKNOWN,0,1,0,0.0,0.09,9,3.9,1
200002225,02/25/2021,Marketing,Joshua Vincent MD,Analyst,Analyst,GBR,HIRE,Termination,TRANS:TRANS,N,1,Low,N,USD,N,JPY,N,46401,2024,39093,2,0,18.69,7308,7308,18.69,Moderate Growth,46401,M,33,17,10+ years,UNKNOWN,1,1,0,0.4,0.06,4,2.3,1
200002226,12/04/2024,HR,Jonathan Bruce,Analyst,Analyst,GBR,HIRE,Promotion,PROMO:NEW,N,2,Not Applicable,N,AED,N,JPY,N,48071,2024,40293,15,1,19.3,7778,7778,19.3,Moderate Growth,48071,M,29,19,10+ years,UNKNOWN,2,1,1,0.2,0.28,8,4.0,0
200002227,04/03/2024,Operations,Beverly Black,Analyst,Analyst,ARE,HIRE,Transfer,TRANS:REO,N,0,Not Applicable,Y,SGD,N,AED,N,45072,2024,39751,58,0,13.39,5321,5321,13.39,Moderate Growth,45072,M,41,18,10+ years,2025-01-21,0,1,0,0.17,0.48,1,2.2,1
200002228,12/12/2024,Technology,Zachary Johnson,Analyst,Analyst,GBR,HIRE,New Hire,TRANS:REO,N,5,Not Applicable,N,AED,N,USD,N,47827,2024,44433,21,0,7.64,3394,3394,7.64,Declining,47827,F,24,8,5-8 years,2022-09-22,0,0,0,0.21,0.35,7,5.0,0
200002229,07/15/2023,Marketing,Emily Warren,Director,Director,GBR,TRANS,Termination,TRANS:REO,N,1,Not Applicable,Y,AUD,N,GBP,N,124680,2024,101566,52,0,22.76,23114,23114,22.76,Stable,124680,F,37,19,10+ years,2024-01-04,0,0,0,0.17,0.16,8,2.6,1
200002230,02/13/2021,Marketing,Cody Garrett,Analyst,Analyst,ARE,PROMO,Termination,PROMO:PROMO,N,1,Not Applicable,N,AUD,N,JPY,N,43141,2024,38170,35,1,13.02,4971,4971,13.02,Stable,43141,M,51,9,8-10 years,UNKNOWN,0,0,0,0.19,0.1,7,3.7,1
200002231,04/03/2025,Operations,Anthony Adams,Associate,Associate,AUS,HIRE,Termination,TER:PROMO,N,3,High,N,JPY,N,USD,N,225492,2024,201017,64,1,12.18,24475,24475,12.18,Moderate Growth,225492,M,44,12,10+ years,2022-11-28,0,0,0,0.43,0.31,4,2.4,1
200002232,05/30/2021,Marketing,Steven Ward,Analyst,Analyst,GBR,TRANS,Transfer,TRANS:NEW,N,4,Not Applicable,N,INR,N,USD,N,40081,2024,35550,71,0,12.75,4531,4531,12.75,Stable,40081,M,49,17,10+ years,UNKNOWN,0,0,0,0.43,0.47,4,2.9,0
200002233,12/24/2020,Operations,Jane Harvey DDS,Director,Director,GBR,HIRE,Termination,TRANS:TRANS,N,4,Low,N,AUD,N,USD,N,122932,2024,102374,66,1,20.08,20558,20558,20.08,Moderate Growth,122932,M,61,15,10+ years,2024-08-21,5,0,0,0.41,0.45,3,4.7,0
200002234,02/11/2025,Technology,Amanda Martinez,Manager,Manager,ARE,TRANS,New Hire,HIRE:PROMO,N,0,Not Applicable,N,GBP,N,USD,N,85160,2024,68947,25,0,23.52,16213,16213,23.52,Moderate Growth,85160,M,26,16,10+ years,2022-10-10,1,0,1,0.4,0.06,10,2.9,1
200002235,10/03/2024,Marketing,Joshua Osborne,Senior Analyst,Senior Analyst,ARE,TER,Transfer,PROMO:NEW,N,0,Not Applicable,N,SGD,N,GBP,N,60877,2024,56874,28,1,7.04,4003,4003,7.04,Rapid Growth,60877,M,41,12,10+ years,2023-06-26,0,0,0,0.24,0.24,6,3.0,1
200002236,03/06/2022,Operations,James King,Senior Analyst,Senior Analyst,USA,HIRE,New Hire,TER:REO,N,4,Not Applicable,Y,GBP,N,SGD,N,58161,2024,51540,26,1,12.85,6621,6621,12.85,Stable,58161,F,61,11,10+ years,UNKNOWN,1,1,0,0.05,0.38,8,1.1,0
200002237,04/30/2025,Operations,Jennifer Watkins,Manager,Manager,GBR,PROMO,New Hire,TER:NEW,N,2,High,N,SGD,N,AED,N,91237,2024,83498,22,0,9.27,7739,7739,9.27,Moderate Growth,91237,M,65,9,8-10 years,2024-01-30,5,0,0,0.14,0.29,3,2.9,1
200002238,01/08/2025,Technology,Harry Ochoa,Director,Director,USA,TRANS,Transfer,TER:NEW,N,2,Not Applicable,N,GBP,N,AED,Y,116979,2024,99977,28,0,17.01,17002,17002,17.01,Rapid Growth,116979,O,22,0,0-2 years,UNKNOWN,3,1,0,0.32,0.33,4,4.7,0
200002239,09/24/2021,Geography,Mark Walters,Senior Analyst,Senior Analyst,IND,HIRE,Promotion,PROMO:REO,N,4,Not Applicable,N,GBP,N,INR,Y,66937,2024,53976,29,1,24.01,12961,12961,24.01,Moderate Growth,66937,M,51,7,5-8 years,2024-12-04,0,0,0,0.08,0.14,6,4.1,1
200002240,11/09/2021,Operations,Joseph Johnston,Analyst,Analyst,ARE,TRANS,Termination,PROMO:REO,N,3,High,N,SGD,N,USD,N,51970,2024,43599,86,0,19.2,8371,8371,19.2,Moderate Growth,51970,F,42,20,10+ years,2022-07-23,5,0,0,0.26,0.35,0,3.2,1
200002241,04/01/2023,Operations,James Delacruz,Senior Analyst,Senior Analyst,USA,TRANS,Promotion,TRANS:PROMO,N,1,Not Applicable,Y,AUD,N,USD,N,62256,2024,50489,6,0,23.31,11767,11767,23.31,Stable,62256,M,41,17,10+ years,2022-07-27,0,0,0,0.29,0.27,3,4.3,1
200002242,11/18/2024,Marketing,Cheyenne Horne,Analyst,Analyst,USA,TRANS,Promotion,TRANS:REO,N,3,Not Applicable,N,JPY,Y,SGD,N,43436,2024,35258,20,1,23.19,8178,8178,23.19,Rapid Growth,43436,M,27,1,0-2 years,2023-08-19,0,0,1,0.34,0.2,10,4.6,0
200002243,03/19/2024,HR,Taylor Peterson,VP,VP,GBR,HIRE,Promotion,TRANS:REO,Y,3,Not Applicable,N,AUD,N,AED,N,160811,2024,133821,45,0,20.17,26990,26990,20.17,Stable,160811,F,43,15,10+ years,UNKNOWN,0,0,0,0.13,0.08,6,2.3,1
200002244,06/12/2021,Finance,Bobby Becker,Manager,Manager,ARE,PROMO,New Hire,TER:TRANS,N,3,Not Applicable,N,SGD,N,AED,N,75028,2024,67152,17,0,11.73,7876,7876,11.73,Moderate Growth,75028,F,39,11,10+ years,2024-04-30,4,0,0,0.17,0.09,6,4.6,0
200002245,03/16/2022,Technology,Joseph Morgan,Analyst,Analyst,JPN,HIRE,Transfer,TER:REO,N,1,High,N,GBP,N,JPY,N,47699,2024,44010,54,0,8.38,3689,3689,8.38,Stable,47699,F,29,8,5-8 years,UNKNOWN,3,1,0,0.29,0.13,2,4.7,0
200002246,06/01/2025,Geography,Karen Sloan MD,Analyst,Analyst,USA,HIRE,Termination,TRANS:TRANS,N,2,Not Applicable,Y,JPY,N,JPY,N,39443,2024,36413,28,0,8.32,3030,3030,8.32,Moderate Growth,39443,M,60,2,0-2 years,2024-12-25,5,1,0,0.3,0.42,7,2.4,1
200002247,08/12/2024,Geography,Kenneth Powell,Analyst,Analyst,USA,TRANS,New Hire,TRANS:REO,N,2,Not Applicable,N,GBP,Y,AED,N,40143,2024,37761,84,0,6.31,2382,2382,6.31,Rapid Growth,40143,F,53,20,10+ years,2022-08-30,5,0,0,0.06,0.2,2,3.1,0
200002248,03/25/2021,Finance,Sheena Walker,Director,Director,IND,HIRE,Transfer,TER:PROMO,N,2,Not Applicable,Y,JPY,N,AUD,N,122755,2024,110290,84,1,11.3,12465,12465,11.3,Stable,122755,F,54,3,2-5 years,UNKNOWN,5,0,0,0.02,0.07,4,1.3,1
200002249,10/18/2024,Marketing,Rachael Wood,VP,VP,GBR,PROMO,Transfer,TRANS:REO,N,5,Not Applicable,N,INR,N,SGD,Y,162851,2024,130765,58,0,24.54,32086,32086,24.54,Moderate Growth,162851,F,37,1,0-2 years,2023-10-02,4,1,0,0.08,0.19,8,4.2,1
200002250,03/31/2024,HR,William Wagner,Analyst,Analyst,GBR,TRANS,New Hire,TER:NEW,N,3,Not Applicable,N,AED,N,USD,N,46088,2024,39479,32,0,16.74,6609,6609,16.74,Stable,46088,F,33,7,5-8 years,2024-04-18,0,1,1,0.31,0.27,9,3.4,1
200002251,12/05/2020,Finance,Jeanne Diaz,Senior Analyst,Senior Analyst,IND,HIRE,Promotion,PROMO:NEW,N,0,Not Applicable,N,JPY,N,AUD,N,62303,2024,50884,29,0,22.44,11419,11419,22.44,Rapid Growth,62303,M,59,9,8-10 years,2023-10-04,2,1,0,0.32,0.23,6,4.5,1
200002252,04/24/2024,Marketing,Katherine Baker,VP,VP,GBR,PROMO,Promotion,TER:REO,N,3,Not Applicable,N,SGD,N,INR,N,173024,2024,158597,14,0,9.1,14427,14427,9.1,Moderate Growth,173024,F,55,15,10+ years,UNKNOWN,5,0,0,0.08,0.16,10,3.2,1
200002253,07/30/2021,Operations,Samuel Nguyen,Analyst,Analyst,IND,TRANS,New Hire,TER:NEW,N,0,Not Applicable,Y,SGD,N,AED,N,45993,2024,37620,41,0,22.26,8373,8373,22.26,Moderate Growth,45993,M,35,10,8-10 years,UNKNOWN,0,1,1,0.23,0.09,5,3.9,1
200002254,10/27/2024,Marketing,Nicole Mejia,Analyst,Analyst,ARE,HIRE,Transfer,TRANS:PROMO,N,1,Not Applicable,N,SGD,N,USD,N,42252,2024,34472,79,0,22.57,7780,7780,22.57,Stable,42252,F,57,17,10+ years,UNKNOWN,0,1,0,0.33,0.18,8,1.3,1
200002255,12/28/2023,Technology,Dennis Smith,Senior Analyst,Senior Analyst,ARE,TRANS,Termination,PROMO:REO,N,4,Not Applicable,N,JPY,N,GBP,N,59625,2024,47952,25,0,24.34,11673,11673,24.34,Declining,59625,M,54,13,10+ years,2023-08-28,5,1,0,0.24,0.41,3,3.0,1
200002256,05/05/2024,HR,Marcus Rich,Analyst,Analyst,USA,HIRE,New Hire,TRANS:REO,N,3,High,N,AED,N,GBP,Y,42111,2024,39724,58,0,6.01,2387,2387,6.01,Moderate Growth,42111,M,44,7,5-8 years,2025-01-01,3,1,0,0.48,0.19,7,1.0,1
200002257,04/03/2025,HR,Samantha Jones,Analyst,Analyst,GBR,TRANS,Transfer,HIRE:PROMO,N,2,Not Applicable,Y,JPY,N,AED,N,54399,2024,49930,48,0,8.95,4469,4469,8.95,Moderate Growth,54399,M,23,14,10+ years,UNKNOWN,1,1,1,0.32,0.12,4,4.5,0
200002258,12/12/2020,Technology,Suzanne George,VP,VP,GBR,PROMO,Termination,HIRE:REO,N,0,Not Applicable,N,INR,N,USD,N,166861,2024,141831,1,0,17.65,25030,25030,17.65,Moderate Growth,166861,M,62,16,10+ years,UNKNOWN,1,0,0,0.34,0.18,0,3.1,1
200002259,03/18/2025,Marketing,Curtis Whitaker,Manager,Manager,USA,TRANS,Transfer,PROMO:REO,N,2,Not Applicable,N,USD,N,AED,N,87923,2024,75303,58,0,16.76,12620,12620,16.76,Moderate Growth,87923,M,42,20,10+ years,2023-07-28,0,1,0,0.49,0.26,2,2.3,1
200002260,05/22/2024,Marketing,David Leon,Senior Analyst,Senior Analyst,IND,PROMO,Termination,TRANS:TRANS,Y,3,Not Applicable,Y,AED,N,AED,N,66763,2024,54005,57,0,23.62,12758,12758,23.62,Moderate Growth,66763,M,23,17,10+ years,2022-09-18,0,1,0,0.15,0.1,5,4.5,0
200002261,01/29/2023,HR,Jackson Foster,Senior Analyst,Senior Analyst,GBR,HIRE,Termination,TRANS:PROMO,N,1,Low,N,JPY,N,SGD,N,55762,2024,45930,23,1,21.41,9832,9832,21.41,Declining,55762,O,48,5,2-5 years,2023-12-08,5,1,0,0.1,0.45,7,3.3,0
200002262,08/22/2020,HR,Edward Rodriguez,Manager,Manager,JPN,TER,Promotion,TER:NEW,N,1,Not Applicable,N,SGD,N,GBP,N,77868,2024,65932,51,1,18.1,11936,11936,18.1,Stable,77868,F,30,13,10+ years,2025-05-11,0,0,0,0.35,0.44,2,2.6,0
200002263,10/29/2023,HR,Christina Robinson,Senior Analyst,Senior Analyst,USA,HIRE,Promotion,PROMO:REO,Y,0,Not Applicable,N,INR,N,JPY,N,59886,2024,51392,66,0,16.53,8494,8494,16.53,Declining,59886,F,22,2,0-2 years,2024-10-12,4,1,0,0.11,0.23,2,2.9,1
200002264,08/15/2022,HR,Manuel Lewis,Analyst,Analyst,USA,TRANS,New Hire,PROMO:REO,N,2,Not Applicable,N,GBP,N,INR,N,37882,2024,33828,81,1,11.98,4054,4054,11.98,Rapid Growth,37882,M,32,6,5-8 years,2022-09-25,2,0,0,0.2,0.17,1,2.2,1
200002265,06/25/2020,Marketing,Nicholas Sampson,Analyst,Analyst,USA,TRANS,Transfer,PROMO:TRANS,N,4,Low,Y,SGD,N,AUD,N,42944,2024,36611,18,0,17.3,6333,6333,17.3,Stable,42944,F,24,14,10+ years,2023-11-09,5,0,0,0.39,0.01,2,4.5,0
200002266,04/23/2022,HR,Robert West,Manager,Manager,JPN,TER,New Hire,TRANS:REO,Y,5,Medium,N,AUD,N,JPY,N,74105,2024,69895,36,0,6.02,4210,4210,6.02,Moderate Growth,74105,M,44,20,10+ years,2022-11-16,0,0,0,0.04,0.28,1,2.6,0
200002267,05/17/2025,Operations,Alan Oliver,Analyst,Analyst,SGP,PROMO,Termination,TER:TRANS,N,0,Not Applicable,N,AUD,N,USD,N,38242,2024,32559,7,0,17.45,5683,5683,17.45,Moderate Growth,38242,F,47,15,10+ years,2025-01-11,4,0,1,0.46,0.41,3,2.1,0
200002268,01/28/2021,Marketing,Brittany Lin,Analyst,Analyst,GBR,TRANS,New Hire,PROMO:TRANS,N,1,Low,N,AED,N,SGD,N,51115,2024,48111,1,0,6.24,3004,3004,6.24,Moderate Growth,51115,F,25,15,10+ years,2023-05-29,0,1,0,0.27,0.38,8,3.9,1
200002269,11/03/2020,Technology,Diane Carrillo,Senior Analyst,Senior Analyst,IND,TRANS,Transfer,PROMO:TRANS,N,0,Not Applicable,Y,GBP,N,USD,N,62023,2024,56408,3,0,9.95,5615,5615,9.95,Moderate Growth,62023,M,39,7,5-8 years,UNKNOWN,0,1,1,0.04,0.45,10,4.4,1
